date,home_team,away_team,goals_for,goals_against,result_fulltime,goals_for_halftime,goals_against_halftime,result_halftime,referee,shots_home,shots_away,shots_on_target_home,shots_on_target_away,fouls_home,fouls_away,corners_home,corners_away,yellows_home,yellows_away,reds_home,reds_away,goal_diff,match_id,total_fouls,total_cards,_rank_home
13/04/25,Wolves,Tottenham,4,2,H,2,0,H,A Taylor,13,11,5,4,12,15,1,4,1,2,0,0,2,13/04/25_Wolves_Tottenham,22,3,16.0
13/04/25,Newcastle,Man United,4,1,H,1,1,D,C Kavanagh,13,9,6,5,7,9,7,2,0,2,0,0,3,13/04/25_Newcastle_Man United,24,4,5.0
14/04/25,Bournemouth,Fulham,1,0,H,1,0,H,O Oliver,12,12,3,7,11,10,6,9,3,2,0,0,1,14/04/25_Bournemouth_Fulham,23,6,9.0
16/04/25,Newcastle,Crystal Palace,5,0,H,4,0,H,D England,14,11,7,4,9,15,5,4,2,3,0,0,5,16/04/25_Newcastle_Crystal Palace,25,4,5.0
19/04/25,Brentford,Brighton,4,2,H,1,1,D,T Robinson,16,12,8,3,7,11,4,8,3,3,0,1,2,19/04/25_Brentford_Brighton,17,5,10.0
19/04/25,Crystal Palace,Bournemouth,0,0,D,0,0,D,S Barrott,5,15,0,4,13,10,5,4,3,4,1,0,0,19/04/25_Crystal Palace_Bournemouth,22,7,12.0
19/04/25,Everton,Man City,0,2,A,0,0,D,S Hooper,8,12,3,7,7,6,2,5,4,0,0,0,-2,19/04/25_Everton_Man City,11,1,13.0
19/04/25,West Ham,Southampton,1,1,D,0,0,D,A Kitchen,12,15,4,4,14,13,2,5,2,1,0,0,0,19/04/25_West Ham_Southampton,26,2,14.0
19/04/25,Aston Villa,Newcastle,4,1,H,1,1,D,J Gillett,23,10,9,3,9,12,7,7,1,3,0,0,3,19/04/25_Aston Villa_Newcastle,22,4,6.0
20/04/25,Fulham,Chelsea,1,2,A,1,0,H,A Taylor,6,13,1,8,13,9,6,4,1,3,0,0,-1,20/04/25_Fulham_Chelsea,23,6,11.0
20/04/25,Ipswich,Arsenal,0,4,A,0,2,A,C Kavanagh,4,24,0,7,10,7,0,12,0,0,1,0,-4,20/04/25_Ipswich_Arsenal,22,3,19.0
20/04/25,Man United,Wolves,0,1,A,0,0,D,R Jones,12,4,2,2,11,18,9,2,2,3,0,0,-1,20/04/25_Man United_Wolves,26,4,15.0
20/04/25,Leicester,Liverpool,0,1,A,0,0,D,S Attwell,5,28,0,10,11,7,1,13,1,2,0,0,-1,20/04/25_Leicester_Liverpool,16,5,18.0
21/04/25,Tottenham,Nott'm Forest,1,2,A,0,2,A,P Bankes,22,4,6,3,11,12,7,1,1,4,0,0,-1,21/04/25_Tottenham_Nott'm Forest,17,7,17.0
22/04/25,Man City,Aston Villa,2,1,H,1,1,D,C Pawson,14,7,6,3,9,10,10,2,3,3,0,0,1,22/04/25_Man City_Aston Villa,22,5,3.0
23/04/25,Arsenal,Crystal Palace,2,2,D,2,1,H,M Salisbury,12,15,6,4,4,6,3,6,1,1,0,0,0,23/04/25_Arsenal_Crystal Palace,16,5,2.0
26/04/25,Chelsea,Everton,1,0,H,1,0,H,C Kavanagh,10,6,7,3,11,11,10,2,0,0,0,0,1,26/04/25_Chelsea_Everton,21,3,4.0
26/04/25,Brighton,West Ham,3,2,H,1,0,H,D England,16,12,9,4,7,9,8,1,1,1,0,0,1,26/04/25_Brighton_West Ham,15,1,8.0
26/04/25,Newcastle,Ipswich,3,0,H,1,0,H,M Salisbury,25,4,5,0,9,9,11,2,1,2,0,1,3,26/04/25_Newcastle_Ipswich,16,3,5.0
26/04/25,Southampton,Fulham,1,2,A,1,0,H,T Harrington,7,26,3,5,10,12,0,13,1,1,0,0,-1,26/04/25_Southampton_Fulham,22,3,20.0
26/04/25,Wolves,Leicester,3,0,H,1,0,H,S Barrott,20,8,6,2,7,17,4,2,1,4,0,0,3,26/04/25_Wolves_Leicester,25,4,16.0
27/04/25,Bournemouth,Man United,1,1,D,1,0,H,P Bankes,8,25,1,6,11,12,5,10,4,2,1,0,0,27/04/25_Bournemouth_Man United,23,2,9.0
27/04/25,Liverpool,Tottenham,5,1,H,3,1,H,T Bramall,25,8,8,3,16,9,8,2,2,1,0,0,4,27/04/25_Liverpool_Tottenham,16,2,1.0
01/05/25,Nott'm Forest,Brentford,0,2,A,0,1,A,D England,14,11,5,3,10,12,4,5,3,5,0,0,-2,01/05/25_Nott'm Forest_Brentford,21,5,7.0
02/05/25,Man City,Wolves,1,0,H,1,0,H,P Bankes,9,6,2,1,7,11,4,5,0,0,0,0,1,02/05/25_Man City_Wolves,25,3,3.0
03/05/25,Aston Villa,Fulham,1,0,H,1,0,H,R Jones,10,11,3,3,6,17,5,3,0,5,0,0,1,03/05/25_Aston Villa_Fulham,27,6,6.0
03/05/25,Everton,Ipswich,2,2,D,2,1,H,L Smith,8,12,3,5,12,15,3,3,4,4,0,0,0,03/05/25_Everton_Ipswich,28,7,13.0
03/05/25,Leicester,Southampton,2,0,H,2,0,H,D Webb,14,8,4,2,12,13,7,7,1,3,0,0,2,03/05/25_Leicester_Southampton,27,5,18.0
03/05/25,Arsenal,Bournemouth,1,2,A,1,0,H,J Gillett,13,9,4,2,7,16,2,3,0,2,0,0,-1,03/05/25_Arsenal_Bournemouth,28,4,2.0
04/05/25,Brentford,Man United,4,3,H,2,1,H,A Taylor,12,14,6,5,8,10,7,4,0,2,0,0,1,04/05/25_Brentford_Man United,18,2,10.0
04/05/25,Brighton,Newcastle,1,1,D,1,0,H,C Pawson,5,13,2,5,15,10,1,4,2,1,0,0,0,04/05/25_Brighton_Newcastle,22,1,8.0
04/05/25,West Ham,Tottenham,1,1,D,1,1,D,M Oliver,11,7,2,2,18,15,1,3,2,2,0,0,0,04/05/25_West Ham_Tottenham,29,3,14.0
04/05/25,Chelsea,Liverpool,3,1,H,1,0,H,S Hooper,17,11,7,2,10,11,3,6,2,2,0,0,2,04/05/25_Chelsea_Liverpool,27,4,4.0
05/05/25,Crystal Palace,Nott'm Forest,1,1,D,0,0,D,A Madley,20,12,3,4,9,15,7,4,3,8,0,0,0,05/05/25_Crystal Palace_Nott'm Forest,18,9,12.0
10/05/25,Fulham,Everton,1,3,A,1,1,D,M Salisbury,18,11,6,7,15,9,5,5,1,0,0,0,-2,10/05/25_Fulham_Everton,17,2,11.0
10/05/25,Ipswich,Brentford,0,1,A,0,1,A,S Barrott,11,15,4,5,6,12,5,6,2,4,0,0,-1,10/05/25_Ipswich_Brentford,21,5,19.0
10/05/25,Southampton,Man City,0,0,D,0,0,D,T Robinson,2,26,0,5,9,8,1,15,2,0,0,0,0,10/05/25_Southampton_Man City,12,0,20.0
10/05/25,Wolves,Brighton,0,2,A,0,1,A,M Oliver,10,7,3,2,8,12,7,4,1,1,0,0,-2,10/05/25_Wolves_Brighton,25,3,16.0
10/05/25,Bournemouth,Aston Villa,0,1,A,0,1,A,S Attwell,10,6,4,3,19,12,10,0,4,3,0,1,-1,10/05/25_Bournemouth_Aston Villa,24,5,9.0
11/05/25,Newcastle,Chelsea,2,0,H,1,0,H,J Brooks,15,10,6,3,9,13,2,8,4,2,0,1,2,11/05/25_Newcastle_Chelsea,27,4,5.0
11/05/25,Man United,West Ham,0,2,A,0,1,A,J Gillett,20,9,5,4,3,13,8,5,0,1,0,0,-2,11/05/25_Man United_West Ham,25,2,15.0
11/05/25,Nott'm Forest,Leicester,2,2,D,1,1,D,T Harrington,15,10,4,6,11,11,4,4,3,3,0,0,0,11/05/25_Nott'm Forest_Leicester,20,5,7.0
11/05/25,Tottenham,Crystal Palace,0,2,A,0,1,A,C Kavanagh,8,23,1,10,12,10,4,8,1,1,0,0,-2,11/05/25_Tottenham_Crystal Palace,26,3,17.0
11/05/25,Liverpool,Arsenal,2,2,D,2,0,H,A Taylor,14,15,5,7,13,10,3,1,1,1,0,1,0,11/05/25_Liverpool_Arsenal,16,3,1.0
16/05/25,Aston Villa,Tottenham,2,0,H,0,0,D,P Bankes,18,3,7,1,5,12,9,1,1,2,0,0,2,16/05/25_Aston Villa_Tottenham,21,5,6.0
16/05/25,Chelsea,Man United,1,0,H,0,0,D,C Kavanagh,11,4,3,1,10,14,7,2,1,6,0,0,1,16/05/25_Chelsea_Man United,24,9,4.0
18/05/25,Everton,Southampton,2,0,H,2,0,H,M Oliver,13,6,5,2,6,10,4,5,1,1,0,0,2,18/05/25_Everton_Southampton,19,2,13.0
18/05/25,West Ham,Nott'm Forest,1,2,A,0,1,A,S Barrott,16,10,5,5,14,7,8,7,6,3,0,0,-1,18/05/25_West Ham_Nott'm Forest,20,6,14.0
18/05/25,Brentford,Fulham,2,3,A,2,1,H,J Gillett,11,16,6,7,12,8,5,3,4,4,0,0,-1,18/05/25_Brentford_Fulham,22,6,10.0
18/05/25,Leicester,Ipswich,2,0,H,1,0,H,A Kitchen,9,20,3,2,15,12,2,2,1,0,0,0,2,18/05/25_Leicester_Ipswich,17,0,18.0
18/05/25,Arsenal,Newcastle,1,0,H,0,0,D,S Hooper,12,14,4,5,9,9,10,7,3,3,0,0,1,18/05/25_Arsenal_Newcastle,20,4,2.0
19/05/25,Brighton,Liverpool,3,2,H,1,2,A,J Brooks,25,18,12,5,9,8,3,3,1,0,0,0,1,19/05/25_Brighton_Liverpool,22,3,8.0
20/05/25,Crystal Palace,Wolves,4,2,H,2,1,H,D Webb,14,12,10,3,14,8,0,10,1,2,0,0,2,20/05/25_Crystal Palace_Wolves,21,4,12.0
20/05/25,Man City,Bournemouth,3,1,H,2,0,H,T Bramall,12,8,5,2,7,13,3,1,1,3,1,1,2,20/05/25_Man City_Bournemouth,29,7,3.0
25/05/25,Bournemouth,Leicester,2,0,H,0,0,D,L Smith,20,3,7,0,19,16,6,1,0,2,0,0,2,25/05/25_Bournemouth_Leicester,24,6,9.0
25/05/25,Fulham,Man City,0,2,A,0,1,A,A Madley,13,20,3,5,11,5,1,6,0,0,0,0,-2,25/05/25_Fulham_Man City,20,4,11.0
25/05/25,Ipswich,West Ham,1,3,A,0,1,A,T Robinson,14,10,4,6,10,9,4,0,1,1,0,0,-2,25/05/25_Ipswich_West Ham,19,2,19.0
25/05/25,Liverpool,Crystal Palace,1,1,D,0,1,A,D England,14,8,3,5,7,10,11,0,1,0,1,0,0,25/05/25_Liverpool_Crystal Palace,21,1,1.0
25/05/25,Man United,Aston Villa,2,0,H,0,0,D,T Bramall,25,6,10,1,10,10,4,3,2,2,0,1,2,25/05/25_Man United_Aston Villa,15,5,15.0
25/05/25,Newcastle,Everton,0,1,A,0,0,D,T Harrington,17,14,6,6,12,9,12,3,1,4,0,0,-1,25/05/25_Newcastle_Everton,19,5,5.0
25/05/25,Nott'm Forest,Chelsea,0,1,A,0,0,D,A Taylor,10,6,2,2,10,11,7,4,2,2,0,0,-1,25/05/25_Nott'm Forest_Chelsea,25,3,7.0
25/05/25,Southampton,Arsenal,1,2,A,0,1,A,D Bond,7,23,2,8,7,8,5,8,0,0,0,0,-1,25/05/25_Southampton_Arsenal,23,5,20.0
25/05/25,Tottenham,Brighton,1,4,A,1,0,H,R Jones,4,23,2,8,13,8,2,11,3,1,0,0,-3,25/05/25_Tottenham_Brighton,11,1,17.0
25/05/25,Wolves,Brentford,1,1,D,0,1,A,C Pawson,18,13,6,7,7,9,8,3,2,1,0,0,0,25/05/25_Wolves_Brentford,20,3,16.0
